row	genotype	experiment	sublock	Block	Type
3209	BGEM-0239-N	LN	sb2	BK3	Inbred
3210	BGEM-0325-N	LN	sb2	BK3	Inbred
3211	BGEM-0290-N	LN	sb2	BK3	Inbred
3212	B73	LN	sb2	BK3	Inbred
3213	BGEM-0165-S	LN	sb2	BK3	Inbred
3214	BGEM-0160-S	LN	sb2	BK3	Inbred
3215	BGEM-0172-S	LN	sb2	BK3	Inbred
3216	BGEM-0192-N	LN	sb2	BK3	Inbred
3217	BGEM-0211-N	LN	sb2	BK3	Inbred
3218	BGEM-0014-S	LN	sb2	BK3	Inbred
3219	BGEM-0235-N	LN	sb2	BK3	Inbred
3220	MO17	LN	sb2	BK3	Inbred
3221	BGEM-0250-S	LN	sb2	BK3	Inbred
3222	BGEM-0183-N	LN	sb2	BK3	Inbred
3223	BGEM-0213-S	LN	sb2	BK3	Inbred
3224	BGEM-0056-S	LN	sb2	BK3	Inbred
3225	BGEM-0294-N	LN	sb2	BK3	Inbred
3226	BGEM-0032-S	LN	sb4	BK3	Inbred
3227	BGEM-0039-N	LN	sb4	BK3	Inbred
3228	BGEM-0080-S	LN	sb4	BK3	Inbred
3229	B73	LN	sb4	BK3	Inbred
3230	BGEM-0179-S	LN	sb4	BK3	Inbred
3231	BGEM-0214-S	LN	sb4	BK3	Inbred
3232	BGEM-0109-N	LN	sb4	BK3	Inbred
3233	BGEM-0082-S	LN	sb4	BK3	Inbred
3234	BGEM-0114-S	LN	sb4	BK3	Inbred
3235	BGEM-0222-S	LN	sb4	BK3	Inbred
3236	BGEM-0079-S	LN	sb4	BK3	Inbred
3237	MO17	LN	sb4	BK3	Inbred
3238	BGEM-0099-S	LN	sb4	BK3	Inbred
3239	BGEM-0314-S	LN	sb4	BK3	Inbred
3240	BGEM-0068-S	LN	sb4	BK3	Inbred
3241	BGEM-0010-S	LN	sb4	BK3	Inbred
3242	BGEM-0255-S	LN	sb4	BK3	Inbred
3243	BGEM-0266-S	LN	sb4	BK3	Inbred
3244	BGEM-0298-S	LN	sb4	BK3	Inbred
3245	B73	LN	sb4	BK3	Inbred
3246	BGEM-0203-N	LN	sb4	BK3	Inbred
3247	BGEM-0184-N	LN	sb4	BK3	Inbred
3248	BGEM-0123-N	LN	sb4	BK3	Inbred
3249	BGEM-0037-S	LN	sb4	BK3	Inbred
3250	BGEM-0117-S	LN	sb4	BK3	Inbred
3251	BGEM-0196-N	LN	sb2	BK3	Inbred
3252	BGEM-0051-S	LN	sb2	BK3	Inbred
3253	MO17	LN	sb2	BK3	Inbred
3254	BGEM-0188-S	LN	sb2	BK3	Inbred
3255	BGEM-0011-S	LN	sb2	BK3	Inbred
3256	BGEM-0038-N	LN	sb2	BK3	Inbred
3257	BGEM-0307-S	LN	sb2	BK3	Inbred
3258	BGEM-0252-S	LN	sb2	BK3	Inbred
3259	BGEM-0134-S	LN	sb2	BK3	Inbred
3260	BGEM-0293-N	LN	sb2	BK3	Inbred
3261	B73	LN	sb2	BK3	Inbred
3262	BGEM-0328-S	LN	sb2	BK3	Inbred
3263	BGEM-0027-S	LN	sb2	BK3	Inbred
3264	BGEM-0193-N	LN	sb2	BK3	Inbred
3265	BGEM-0070-S	LN	sb2	BK3	Inbred
3266	BGEM-0158-S	LN	sb2	BK3	Inbred
3267	BGEM-0264-S	LN	sb2	BK3	Inbred
3268	BGEM-0309-S	LN	sb2	BK3	Inbred
3269	MO17	LN	sb2	BK3	Inbred
3270	BGEM-0060-S	LN	sb2	BK3	Inbred
3271	BGEM-0155-S	LN	sb2	BK3	Inbred
3272	BGEM-0052-S	LN	sb2	BK3	Inbred
3273	BGEM-0131-N	LN	sb2	BK3	Inbred
3274	BGEM-0003-N	LN	sb2	BK3	Inbred
3275	BGEM-0324-N	LN	sb2	BK3	Inbred
3276	BGEM-0077-S	LN	sb4	BK3	Inbred
3277	BGEM-0085-N	LN	sb4	BK3	Inbred
3278	B73	LN	sb4	BK3	Inbred
3279	BGEM-0326-N	LN	sb4	BK3	Inbred
3280	BGEM-0320-N	LN	sb4	BK3	Inbred
3281	BGEM-0024-S	LN	sb4	BK3	Inbred
3282	BGEM-0013-S	LN	sb4	BK3	Inbred
3283	MO17	LN	sb4	BK3	Inbred
3284	BGEM-0012-S	LN	sb4	BK3	Inbred
3285	BGEM-0023-S	LN	sb4	BK3	Inbred
3286	MO17	LN	sb4	BK3	Inbred
3287	BGEM-0112-S	LN	sb4	BK3	Inbred
3288	BGEM-0197-S	LN	sb4	BK3	Inbred
3289	BGEM-0154-S	LN	sb4	BK3	Inbred
3290	BGEM-0180-S	LN	sb4	BK3	Inbred
3291	BGEM-0137-S	LN	sb4	BK3	Inbred
3292	BGEM-0030-S	LN	sb4	BK3	Inbred
3293	BGEM-0327-N	LN	sb4	BK3	Inbred
3294	B73	LN	sb4	BK3	Inbred
3295	BGEM-0111-S	LN	sb4	BK3	Inbred
3296	BGEM-0050-S	LN	sb4	BK3	Inbred
3297	BGEM-0040-N	LN	sb4	BK3	Inbred
3298	BGEM-0129-N	LN	sb4	BK3	Inbred
3299	BGEM-0219-S	LN	sb4	BK3	Inbred
3300	BGEM-0066-N	LN	sb4	BK3	Inbred
3301	BGEM-0175-S	LN	sb2	BK3	Inbred
3302	MO17	LN	sb2	BK3	Inbred
3303	BGEM-0233-S	LN	sb2	BK3	Inbred
3304	BGEM-0124-N	LN	sb2	BK3	Inbred
3305	BGEM-0223-N	LN	sb2	BK3	Inbred
3306	BGEM-0061-N	LN	sb2	BK3	Inbred
3307	BGEM-0087-N	LN	sb2	BK3	Inbred
3308	BGEM-0238-N	LN	sb2	BK3	Inbred
3309	BGEM-0257-S	LN	sb2	BK3	Inbred
3310	B73	LN	sb2	BK3	Inbred
3311	BGEM-0240-N	LN	sb2	BK3	Inbred
3312	BGEM-0168-S	LN	sb2	BK3	Inbred
3313	BGEM-0033-S	LN	sb2	BK3	Inbred
3314	BGEM-0284-N	LN	sb2	BK3	Inbred
3315	BGEM-0121-N	LN	sb2	BK3	Inbred
3316	BGEM-0019-S	LN	sb2	BK3	Inbred
3317	BGEM-0072-S	LN	sb2	BK3	Inbred
3318	MO17	LN	sb2	BK3	Inbred
3319	BGEM-0159-S	LN	sb2	BK3	Inbred
3320	BGEM-0208-N	LN	sb2	BK3	Inbred
3321	BGEM-0021-S	LN	sb2	BK3	Inbred
3322	BGEM-0064-N	LN	sb2	BK3	Inbred
3323	BGEM-0277-S	LN	sb2	BK3	Inbred
3324	BGEM-0057-S	LN	sb2	BK3	Inbred
3325	B73	LN	sb2	BK3	Inbred
3326	BGEM-0253-N	LN	sb4	BK3	Inbred
3327	MO17	LN	sb4	BK3	Inbred
3328	BGEM-0094-S	LN	sb4	BK3	Inbred
3329	BGEM-0286-N	LN	sb4	BK3	Inbred
3330	BGEM-0055-S	LN	sb4	BK3	Inbred
3331	BGEM-0276-S	LN	sb4	BK3	Inbred
3332	BGEM-0310-S	LN	sb4	BK3	Inbred
3333	BGEM-0167-S	LN	sb4	BK3	Inbred
3334	BGEM-0227-N	LN	sb4	BK3	Inbred
3335	B73	LN	sb4	BK3	Inbred
3336	BGEM-0095-S	LN	sb4	BK3	Inbred
3337	BGEM-0229-N	LN	sb4	BK3	Inbred
3338	BGEM-0319-S	LN	sb4	BK3	Inbred
3339	BGEM-0150-S	LN	sb4	BK3	Inbred
3340	BGEM-0202-N	LN	sb4	BK3	Inbred
3341	BGEM-0207-N	LN	sb4	BK3	Inbred
3342	BGEM-0116-S	LN	sb4	BK3	Inbred
3343	MO17	LN	sb4	BK3	Inbred
3344	BGEM-0162-S	LN	sb4	BK3	Inbred
3345	BGEM-0282-N	LN	sb4	BK3	Inbred
3346	BGEM-0149-S	LN	sb4	BK3	Inbred
3347	BGEM-0141-N	LN	sb4	BK3	Inbred
3348	BGEM-0115-S	LN	sb4	BK3	Inbred
3349	BGEM-0083-S	LN	sb4	BK3	Inbred
3350	B73	LN	sb4	BK3	Inbred
3351	PHZ51 X PHG35	LN	sb1	BK3	Hybrid
3352	PHG50 X PHG47	LN	sb1	BK3	Hybrid
3353	PHG47 X PHZ51	LN	sb1	BK3	Hybrid
3354	PHB47 X PHW52	LN	sb1	BK3	Hybrid
3355	BGEM-0207-N X B73	LN	sb1	BK3	Hybrid
3356	BGEM-0216-N X B73	LN	sb1	BK3	Hybrid
3357	BGEM-0227-N X B73	LN	sb1	BK3	Hybrid
3358	MO17	LN	sb1	BK3	Hybrid
3359	BGEM-0256-N X B73	LN	sb1	BK3	Hybrid
3360	PHB47 X PHK29	LN	sb1	BK3	Hybrid
3361	MO17	LN	sb1	BK3	Hybrid
3362	BGEM-0039-N X B73	LN	sb1	BK3	Hybrid
3363	BGEM-0145-N X B73	LN	sb1	BK3	Hybrid
3364	BGEM-0230-N X B73	LN	sb1	BK3	Hybrid
3365	BGEM-0152-N X B73	LN	sb1	BK3	Hybrid
3366	B73 X MO17	LN	sb1	BK3	Hybrid
3367	BGEM-0061-N X B73	LN	sb1	BK3	Hybrid
3368	BGEM-0002-N X B73	LN	sb1	BK3	Hybrid
3369	BGEM-0181-N X B73	LN	sb1	BK3	Hybrid
3370	BGEM-0130-N X B73	LN	sb1	BK3	Hybrid
3371	BGEM-0235-N X B73	LN	sb1	BK3	Hybrid
3372	PHG86 X PHW52	LN	sb1	BK3	Hybrid
3373	BGEM-0183-N X B73	LN	sb1	BK3	Hybrid
3374	BGEM-0003-N X B73	LN	sb1	BK3	Hybrid
3375	BGEM-0211-N X B73	LN	sb1	BK3	Hybrid
3376	BGEM-0091-N X B73	LN	sb3	BK3	Hybrid
3377	BGEM-0062-N X B73	LN	sb3	BK3	Hybrid
3378	PHJ40 X PHW52	LN	sb3	BK3	Hybrid
3379	BGEM-0210-N X B73	LN	sb3	BK3	Hybrid
3380	BGEM-0184-N X B73	LN	sb3	BK3	Hybrid
3381	MO17	LN	sb3	BK3	Hybrid
3382	BGEM-0209-N X B73	LN	sb3	BK3	Hybrid
3383	BGEM-0129-N X B73	LN	sb3	BK3	Hybrid
3384	LH123 X PHG50	LN	sb3	BK3	Hybrid
3385	BGEM-0125-N X B73	LN	sb3	BK3	Hybrid
3386	BGEM-0089-N X B73	LN	sb3	BK3	Hybrid
3387	BGEM-0058-N X B73	LN	sb3	BK3	Hybrid
3388	PHG47 X PHZ51	LN	sb3	BK3	Hybrid
3389	BGEM-0238-N X B73	LN	sb3	BK3	Hybrid
3390	PHB47 X PHK29	LN	sb3	BK3	Hybrid
3391	BGEM-0131-N X B73	LN	sb3	BK3	Hybrid
3392	BGEM-0064-N X B73	LN	sb3	BK3	Hybrid
3393	BGEM-0124-N X B73	LN	sb3	BK3	Hybrid
3394	B73	LN	sb3	BK3	Hybrid
3395	BGEM-0237-N X B73	LN	sb3	BK3	Hybrid
3396	PHG47 X PHG50	LN	sb3	BK3	Hybrid
3397	BGEM-0109-N X B73	LN	sb3	BK3	Hybrid
3398	BGEM-0242-N X B73	LN	sb3	BK3	Hybrid
3399	BGEM-0038-N X B73	LN	sb3	BK3	Hybrid
3400	BGEM-0249-N X B73	LN	sb3	BK3	Hybrid
3401	BGEM-0126-N X B73	LN	sb1	BK3	Hybrid
3402	PHG47 X PHG50	LN	sb1	BK3	Hybrid
3403	BGEM-0005-N X B73	LN	sb1	BK3	Hybrid
3404	BGEM-0122-N X B73	LN	sb1	BK3	Hybrid
3405	BGEM-0224-N X B73	LN	sb1	BK3	Hybrid
3406	BGEM-0191-N X B73	LN	sb1	BK3	Hybrid
3407	BGEM-0174-N X B73	LN	sb1	BK3	Hybrid
3408	PHG47 X LH59	LN	sb1	BK3	Hybrid
3409	BGEM-0102-N X B73	LN	sb1	BK3	Hybrid
3410	BGEM-0231-N X B73	LN	sb1	BK3	Hybrid
3411	BGEM-0182-N X B73	LN	sb1	BK3	Hybrid
3412	BGEM-0121-N X B73	LN	sb1	BK3	Hybrid
3413	BGEM-0085-N X B73	LN	sb1	BK3	Hybrid
3414	PHG47 X LH59	LN	sb1	BK3	Hybrid
3415	BGEM-0040-N X B73	LN	sb1	BK3	Hybrid
3416	BGEM-0223-N X B73	LN	sb1	BK3	Hybrid
3417	BGEM-0141-N X B73	LN	sb1	BK3	Hybrid
3418	BGEM-0123-N X B73	LN	sb1	BK3	Hybrid
3419	BGEM-0239-N X B73	LN	sb1	BK3	Hybrid
3420	PHZ51 X PHG35	LN	sb1	BK3	Hybrid
3421	BGEM-0046-N X B73	LN	sb1	BK3	Hybrid
3422	BGEM-0105-N X B73	LN	sb1	BK3	Hybrid
3423	BGEM-0103-N X B73	LN	sb1	BK3	Hybrid
3424	BGEM-0143-N X B73	LN	sb1	BK3	Hybrid
3425	BGEM-0004-N X B73	LN	sb1	BK3	Hybrid
3426	LH74 X LH123	LN	sb3	BK3	Hybrid
3427	BGEM-0140-N X B73	LN	sb3	BK3	Hybrid
3428	BGEM-0107-N X B73	LN	sb3	BK3	Hybrid
3429	BGEM-0194-N X B73	LN	sb3	BK3	Hybrid
3430	BGEM-0063-N X B73	LN	sb3	BK3	Hybrid
3431	MO17	LN	sb3	BK3	Hybrid
3432	LH109 X LH123	LN	sb3	BK3	Hybrid
3433	BGEM-0196-N X B73	LN	sb3	BK3	Hybrid
3434	BGEM-0229-N X B73	LN	sb3	BK3	Hybrid
3435	BGEM-0110-N X B73	LN	sb3	BK3	Hybrid
3436	BGEM-0228-N X B73	LN	sb3	BK3	Hybrid
3437	BGEM-0202-N X B73	LN	sb3	BK3	Hybrid
3438	PHB47 X PHW52	LN	sb3	BK3	Hybrid
3439	BGEM-0205-N X B73	LN	sb3	BK3	Hybrid
3440	BGEM-0185-N X B73	LN	sb3	BK3	Hybrid
3441	B73	LN	sb3	BK3	Hybrid
3442	BGEM-0144-N X B73	LN	sb3	BK3	Hybrid
3443	BGEM-0086-N X B73	LN	sb3	BK3	Hybrid
3444	PHG86 X B73	LN	sb3	BK3	Hybrid
3445	BGEM-0088-N X B73	LN	sb3	BK3	Hybrid
3446	BGEM-0215-N X B73	LN	sb3	BK3	Hybrid
3447	BGEM-0151-N X B73	LN	sb3	BK3	Hybrid
3448	BGEM-0087-N X B73	LN	sb3	BK3	Hybrid
3449	BGEM-0045-N X B73	LN	sb3	BK3	Hybrid
3450	PHB47 X PHG86	LN	sb3	BK3	Hybrid
3451	BGEM-0127-N X B73	LN	sb1	BK3	Hybrid
3452	BGEM-0240-N X B73	LN	sb1	BK3	Hybrid
3453	BGEM-0026-S X MO17	LN	sb1	BK3	Hybrid
3454	LH109 X LH59	LN	sb1	BK3	Hybrid
3455	BGEM-0075-S X MO17	LN	sb1	BK3	Hybrid
3456	BGEM-0158-S X MO17	LN	sb1	BK3	Hybrid
3457	BGEM-0079-S X MO17	LN	sb1	BK3	Hybrid
3458	PHB47 X PHG86	LN	sb1	BK3	Hybrid
3459	BGEM-0029-S X MO17	LN	sb1	BK3	Hybrid
3460	BGEM-0222-S X MO17	LN	sb1	BK3	Hybrid
3461	BGEM-0051-S X MO17	LN	sb1	BK3	Hybrid
3462	BGEM-0084-S X MO17	LN	sb1	BK3	Hybrid
3463	BGEM-0054-S X MO17	LN	sb2	BK3	Hybrid
3464	PHB47 X PHK29	LN	sb2	BK3	Hybrid
3465	BGEM-0175-S X MO17	LN	sb2	BK3	Hybrid
3466	BGEM-0199-S X MO17	LN	sb2	BK3	Hybrid
3467	BGEM-0177-S X MO17	LN	sb2	BK3	Hybrid
3468	BGEM-0134-S X MO17	LN	sb2	BK3	Hybrid
3469	BGEM-0048-S X MO17	LN	sb2	BK3	Hybrid
3470	PHB47 X PHW52	LN	sb2	BK3	Hybrid
3471	BGEM-0019-S X MO17	LN	sb2	BK3	Hybrid
3472	BGEM-0257-S X MO17	LN	sb2	BK3	Hybrid
3473	BGEM-0200-S X MO17	LN	sb2	BK3	Hybrid
3474	BGEM-0098-S X MO17	LN	sb2	BK3	Hybrid
3475	BGEM-0034-S X MO17	LN	sb2	BK3	Hybrid
3476	PHG47 X PHZ51	LN	sb3	BK3	Hybrid
3477	BGEM-0233-S X MO17	LN	sb3	BK3	Hybrid
3478	BGEM-0197-S X MO17	LN	sb3	BK3	Hybrid
3479	BGEM-0057-S X MO17	LN	sb3	BK3	Hybrid
3480	BGEM-0159-S X MO17	LN	sb3	BK3	Hybrid
3481	BGEM-0011-S X MO17	LN	sb3	BK3	Hybrid
3482	PHG86 X LHB2	LN	sb3	BK3	Hybrid
3483	BGEM-0070-S X MO17	LN	sb3	BK3	Hybrid
3484	BGEM-0245-S X MO17	LN	sb3	BK3	Hybrid
3485	BGEM-0044-S X MO17	LN	sb3	BK3	Hybrid
3486	BGEM-0115-S X MO17	LN	sb3	BK3	Hybrid
3487	BGEM-0014-S X MO17	LN	sb3	BK3	Hybrid
3488	PHG86 X PHW52	LN	sb3	BK3	Hybrid
3489	BGEM-0053-S X MO17	LN	sb4	BK3	Hybrid
3490	BGEM-0117-S X MO17	LN	sb4	BK3	Hybrid
3491	BGEM-0156-S X MO17	LN	sb4	BK3	Hybrid
3492	BGEM-0006-S X MO17	LN	sb4	BK3	Hybrid
3493	BGEM-0015-S X MO17	LN	sb4	BK3	Hybrid
3494	PHG89 X PHW52	LN	sb4	BK3	Hybrid
3495	BGEM-0153-S X MO17	LN	sb4	BK3	Hybrid
3496	BGEM-0072-S X MO17	LN	sb4	BK3	Hybrid
3497	BGEM-0136-S X MO17	LN	sb4	BK3	Hybrid
3498	BGEM-0226-S X MO17	LN	sb4	BK3	Hybrid
3499	BGEM-0068-S X MO17	LN	sb4	BK3	Hybrid
3500	PHK29 X PHW52	LN	sb4	BK3	Hybrid
3501	BGEM-0036-S X MO17	LN	sb2	BK3	Hybrid
3502	BGEM-0012-S X MO17	LN	sb2	BK3	Hybrid
3503	BGEM-0032-S X MO17	LN	sb2	BK3	Hybrid
3504	BGEM-0033-S X MO17	LN	sb2	BK3	Hybrid
3505	BGEM-0060-S X MO17	LN	sb2	BK3	Hybrid
3506	PHJ40 X PHK29	LN	sb2	BK3	Hybrid
3507	BGEM-0254-S X MO17	LN	sb2	BK3	Hybrid
3508	BGEM-0214-S X MO17	LN	sb2	BK3	Hybrid
3509	BGEM-0049-S X MO17	LN	sb2	BK3	Hybrid
3510	BGEM-0092-S X MO17	LN	sb2	BK3	Hybrid
3511	BGEM-0162-S X MO17	LN	sb2	BK3	Hybrid
3512	B73 X MO17	LN	sb2	BK3	Hybrid
3513	BGEM-0148-S X MO17	LN	sb2	BK3	Hybrid
3514	BGEM-0221-S X MO17	LN	sb2	BK3	Hybrid
3515	BGEM-0052-S X MO17	LN	sb2	BK3	Hybrid
3516	BGEM-0179-S X MO17	LN	sb2	BK3	Hybrid
3517	BGEM-0258-S X MO17	LN	sb2	BK3	Hybrid
3518	B73 X MO17	LN	sb2	BK3	Hybrid
3519	BGEM-0219-S X MO17	LN	sb2	BK3	Hybrid
3520	BGEM-0154-S X MO17	LN	sb2	BK3	Hybrid
3521	BGEM-0262-S X MO17	LN	sb2	BK3	Hybrid
3522	BGEM-0188-S X MO17	LN	sb2	BK3	Hybrid
3523	BGEM-0024-S X MO17	LN	sb2	BK3	Hybrid
3524	B73 X MO17	LN	sb2	BK3	Hybrid
3525	BGEM-0170-S X MO17	LN	sb2	BK3	Hybrid
3526	BGEM-0264-S X MO17	LN	sb4	BK3	Hybrid
3527	BGEM-0071-S X MO17	LN	sb4	BK3	Hybrid
3528	BGEM-0171-S X MO17	LN	sb4	BK3	Hybrid
3529	BGEM-0220-S X MO17	LN	sb4	BK3	Hybrid
3530	B73 X MO17	LN	sb4	BK3	Hybrid
3531	BGEM-0243-S X MO17	LN	sb4	BK3	Hybrid
3532	BGEM-0055-S X MO17	LN	sb4	BK3	Hybrid
3533	BGEM-0078-S X MO17	LN	sb4	BK3	Hybrid
3534	BGEM-0165-S X MO17	LN	sb4	BK3	Hybrid
3535	BGEM-0178-S X MO17	LN	sb4	BK3	Hybrid
3536	B73 X MO17	LN	sb4	BK3	Hybrid
3537	BGEM-0112-S X MO17	LN	sb4	BK3	Hybrid
3538	BGEM-0180-S X MO17	LN	sb4	BK3	Hybrid
3539	BGEM-0116-S X MO17	LN	sb4	BK3	Hybrid
3540	BGEM-0244-S X MO17	LN	sb4	BK3	Hybrid
